cust_id,gender,age_group,age,nationality,segment,duration,city,district,owns_house,owns_car,marital_status,no_of_kids,profession,profession_subclass,uses_branch,uses_CDM,uses_credit_card,uses_debit_card,uses_ATM,uses_mobile_and_online_banking,income,credit_score,no_of_branch_txn,no_of_cdm_txn,no_of_atm_txn,no_of_cc_txn,no_of_dc_txn,no_of_online_txn,max_txn_cat1,max_txn_cat2,max_txn_cat3,no_of_txn_cat1,no_of_txn_cat2,no_of_txn_cat3,amt_spent_cat1,amt_spent_cat2,amt_spent_cat3,total_no_of_txn,amt_in_sav_acc,max_amt_in_sav_acc,amt_in_curr_acc,max_amt_in_curr_acc,no_of_debits_sav_acc,no_of_debits_curr_acc,no_of_yearly_txn,credit_cards,loans,insurance,accounts_and_deposits
C14936,Male,30-39,36,Ugandan,Silver,10,Nansana,Wakiso,0,0,Single,2,Lawyer,Advocate of High Court,0,0,1,0,1,0,1411159,558,2,3,15,30,2,3,Travel,Golf,Groceries,21,12,12,92065,78870,51627,55,359003,451053,635359,905602,7,18,5,"['MoneyBack Credit Card', 'Freedom Credit Card', 'EasyEMI Card']","['construction loan', 'home loan', 'car loan']","['travel insurance', 'maternity insurance']","['savings account', 'salary account', 'securities account']"
C14937,Female,50-59,52,Ugandan,Silver,6,Njeru,Buikwe,1,0,Widowed,1,Lawyer,Corporate,1,0,0,1,0,0,1220048,651,27,1,3,3,9,2,Entertainment,Groceries,Golf,21,18,12,62900,51184,29369,45,92064,293199,321792,634523,9,19,4,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card']","['home loan', 'health loan']","['medical insurance', 'retirement insurance', 'health insurance']","['term account', 'fixed deposit']"
C14938,Male,30-39,39,Ugandan,Silver,10,Mbale,Mbale,1,1,Divorced,0,Lawyer,Clerkship,0,0,1,1,0,1,1767231,614,3,1,1,12,15,21,Home,Bills,Groceries,24,24,24,53948,39302,29407,53,221525,275626,73982,527245,7,17,5,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card', 'Best Price Save Smart Credit Card', 'All Miles Credit Card']","['home loan', 'furniture loan']","['travel insurance', 'health insurance']","['savings account', 'term account']"
C14939,Female,>60,73,Ugandan,Silver,7,Kasese,Kasese,1,0,Divorced,2,Lawyer,Corporate,0,1,1,1,0,0,2637743,809,1,18,3,18,15,3,Utilities,Entertainment,Travel,27,9,9,87371,53130,49851,58,207468,238380,25589,291396,7,11,5,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card']","['home loan', 'health loan']",['senior health insurance'],['savings account']
C14940,Male,40-49,40,Ugandan,Silver,11,Mityana,Mityana,0,0,Single,0,Lawyer,Private Practice,0,0,0,0,1,0,1136138,814,1,1,15,2,1,1,Home,Dining,Golf,21,12,6,80095,71397,28039,21,111519,190523,661639,729026,9,12,1,"['Best Price Save Smart Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card', 'All Miles Credit Card']","['car loan', 'health loan']",['health insurance'],"['salary account', 'securities account']"
C14941,Female,30-39,39,Ugandan,Silver,1,Lira,Lira,0,0,Divorced,3,Lawyer,Internship Legal Officer,0,0,0,1,1,0,1705122,537,1,3,24,2,24,1,Entertainment,Golf,Bills,27,21,9,88314,81631,31613,55,291215,458486,562720,996736,5,10,5,"['EasyEMI Card', 'MoneyBack Credit Card']","['construction loan', 'car loan']",['travel insurance'],"['savings account', 'salary account']"
C14942,Male,50-59,55,Ugandan,Silver,9,Lugazi,Buikwe,0,1,Married,3,Lawyer,Private Practice,0,0,1,0,0,1,1705239,658,3,3,2,12,2,27,Groceries,Entertainment,Dining,24,21,6,53843,42625,23416,49,354951,399124,244483,439888,10,19,4,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card', 'MoneyBack Credit Card', 'Best Price Save Smart Credit Card']","['car loan', 'health loan']","['retirement insurance', 'health insurance']","['salary account', 'term account', 'fixed deposit']"
C14943,Male,20-29,23,Ugandan,Silver,12,Jinja,Jinja,0,1,Married,0,Lawyer,Clerkship,0,0,1,0,1,0,1641777,675,2,1,24,18,3,2,Dining,Fuel,Bills,27,27,12,93605,90482,27010,50,81371,344976,489438,564842,7,20,4,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'MoneyBack Credit Card']","['home loan', 'furniture loan']","['travel insurance', 'device cover insurance']","['term account', 'salary account']"
C14944,Female,50-59,53,Ugandan,Silver,5,Kasese,Kasese,1,1,Widowed,1,Lawyer,Magistrate Grade,1,1,0,1,1,0,2092855,832,27,27,15,2,9,1,Utilities,Entertainment,Golf,30,15,6,65960,33344,33056,81,157239,211867,11477,342106,8,18,8,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card']","['car loan', 'health loan']","['senior health insurance', 'retirement insurance']","['term account', 'savings account', 'salary account']"
C14945,Male,30-39,34,Ugandan,Silver,10,Mbarara,Mbarara,0,1,Single,3,Lawyer,Internship Legal Officer,0,0,1,1,0,0,2630101,806,3,3,2,18,27,2,Domestic Airlines,Home,Entertainment,21,12,9,92641,65686,23937,55,334238,426793,180003,907726,10,17,5,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card']","['home loan', 'car loan']","['travel insurance', 'maternity insurance']","['salary account', 'fixed deposit', 'securities account']"
C14946,Male,20-29,24,Other,Silver,12,Mbale,Mbale,0,1,Single,2,Lawyer,Internship Legal Officer,0,0,0,0,1,0,1414607,589,1,2,12,1,1,3,Domestic Airlines,Ecommerce,Fuel,30,21,12,96337,79884,44979,20,51939,67109,993890,995074,5,26,1,"['MoneyBack Credit Card', 'Freedom Credit Card', 'EasyEMI Card']","['home loan', 'car loan']","['travel insurance', 'maternity insurance']",['salary account']
C14947,Female,50-59,57,Ugandan,Silver,9,Mityana,Mityana,0,0,Divorced,1,Lawyer,Judge,1,0,0,0,0,0,2394642,790,27,2,2,3,2,3,Groceries,Hobby,Golf,30,27,9,96957,41510,29885,39,409712,438319,993792,999896,8,10,3,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card', 'Best Price Save Smart Credit Card', 'All Miles Credit Card']","['car loan', 'health loan']","['medical insurance', 'retirement insurance', 'health insurance']","['savings account', 'securities account']"
C14948,Male,>60,67,Ugandan,Gold,1,Masaka,Masaka,1,1,Widowed,3,Lawyer,Self Employed,0,0,0,1,0,0,4736868,842,2,2,1,3,18,2,Entertainment,Golf,Hobby,30,24,15,798192,769860,459540,28,537054,706048,687234,699705,10,10,2,"['Total BankBuddy Bank Credit Card', 'Emirates BankBuddy Bank Platinum', 'SouthWest BankBuddy Bank Credit Card', 'Costco BankBuddy Credit Card']",['health loan'],['senior health insurance'],"['no minimum balance', 'fixed deposit', 'securities account']"
C14949,Male,30-39,34,Ugandan,Silver,9,Gulu,Gulu,0,0,Married,2,Lawyer,Internship Legal Officer,0,0,1,1,1,0,1122006,718,2,3,18,9,30,1,Dining,Entertainment,Hobby,18,12,9,61886,34193,32392,63,282202,401719,369615,682469,7,15,6,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card', 'All Miles Credit Card']","['home loan', 'car loan']","['maternity insurance', 'health insurance']","['savings account', 'salary account', 'securities account']"
C14950,Female,50-59,58,Ugandan,Silver,2,Jinja,Jinja,1,0,Divorced,3,Lawyer,Partner,0,0,1,1,1,0,1067643,532,1,3,24,9,15,3,Groceries,Travel,Golf,21,9,6,96972,87585,22776,55,266414,391958,625922,891263,6,17,5,"['Best Price Save Smart Credit Card', 'MoneyBack Credit Card', 'Freedom Credit Card', 'EasyEMI Card']","['car loan', 'health loan']",['health insurance'],"['fixed deposit', 'securities account']"
C14951,Male,30-39,32,Ugandan,Silver,10,Ssabagabo,Wakiso,1,1,Divorced,2,Lawyer,Clerkship,0,1,0,0,1,0,2370658,512,3,15,27,2,2,1,Home,Travel,Dining,21,15,15,59203,45174,36891,50,407961,461674,423638,891233,5,14,4,"['MoneyBack Credit Card', 'Freedom Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card']","['furniture loan', 'car loan']","['travel insurance', 'health insurance']","['savings account', 'salary account', 'securities account']"
C14952,Male,>60,77,Ugandan,Silver,10,Lira,Lira,0,1,Divorced,0,Lawyer,C-Level Executive,1,0,0,1,1,0,2441180,761,27,3,24,1,15,2,Travel,Groceries,Home,24,12,9,92366,33941,30654,72,469987,472993,503306,634919,5,17,7,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card', 'MoneyBack Credit Card', 'Best Price Save Smart Credit Card']",['home loan'],"['senior health insurance', 'health insurance']","['savings account', 'no minimum balance', 'securities account']"
C14953,Female,50-59,57,Ugandan,Private,10,Mbale,Mbale,0,0,Widowed,2,Lawyer,Self Employed,0,0,1,1,1,0,1390737,790,3,1,39,21,27,1,Dining,Utilities,Hobby,45,39,12,281590,111033,32166,92,490376,1387868,428314,1136314,10,20,9,"['Diners Club Privilege Credit Card', 'Corporate Premium Credit Card', 'Superia Credit Card', 'Emirates BankBuddy Bank Platinum', 'Emirates BankBuddy Bank Select Titanium', 'Diners Club Premium Credit Card', 'All Miles Credit Card']","['home loan', 'health loan']","['medical insurance', 'retirement insurance']","['savings account', 'fixed deposit', 'securities account']"
C14954,Female,<20,18,Ugandan,Silver,10,Njeru,Buikwe,0,0,Single,0,Lawyer,Law Student,0,1,0,0,1,0,15867,280,1,3,6,2,3,3,Domestic Airlines,Ecommerce,Train,15,9,9,39721,30124,20739,18,28038,499637,54989,411800,1,6,1,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card', 'MoneyBack Credit Card', 'Best Price Save Smart Credit Card', 'All Miles Credit Card']","['student loan', 'education loan']","['travel insurance', 'education insurance']",['savings account']
C14955,Male,40-49,40,Ugandan,Silver,9,Lugazi,Buikwe,1,0,Single,1,Lawyer,Advocate of High Court,0,0,1,1,1,1,2259450,504,1,3,9,30,30,15,Travel,Utilities,Entertainment,30,27,21,64340,47317,45241,88,155630,175948,42037,995203,5,17,9,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card', 'MoneyBack Credit Card', 'Best Price Save Smart Credit Card', 'All Miles Credit Card']","['home loan', 'car loan', 'health loan']","['travel insurance', 'medical insurance']",['salary account']
C14956,Female,<20,16,Ugandan,Wealth,3,Gulu,Gulu,0,0,Single,0,Lawyer,Law Student,1,0,0,1,1,0,16345,557,6,2,30,2,6,3,Ecommerce,Travel,Uber,9,9,9,82299,81946,42297,49,1499757,1979713,737470,2054321,1,7,4,"['Diners Club Privilege Credit Card', 'Diners Club Premium Credit Card', 'Diners Club Rewardz Credit Card', 'Infinite Credit Card']","['laptop loan', 'education loan', 'student loan']","['travel insurance', 'education insurance']",['savings account']
C14957,Female,20-29,21,Ugandan,Gold,9,Mityana,Mityana,0,0,Single,2,Lawyer,Internship Legal Officer,0,0,1,1,0,0,1121631,776,3,3,2,12,18,2,Dining,Domestic Airlines,Ecommerce,21,15,12,80838,50446,29228,40,666151,891228,743700,893631,4,16,3,"['SouthWest BankBuddy Bank Credit Card', 'Walmart BankBuddy Signature', 'Total BankBuddy Bank Credit Card', 'Emirates BankBuddy Bank Platinum', 'Emirates BankBuddy Bank Select Titanium']","['furniture loan', 'home loan', 'car loan']","['travel insurance', 'maternity insurance']","['salary account', 'securities account']"
C14958,Male,>60,87,Ugandan,Gold,1,Ssabagabo,Wakiso,0,0,Divorced,0,Lawyer,Public Service,0,0,0,0,0,1,4640299,605,1,1,2,1,3,15,Entertainment,Airlines,Travel,30,18,6,814522,663952,276355,23,467133,846997,437735,661821,6,12,1,"['Total BankBuddy Bank Credit Card', 'SouthWest BankBuddy Bank Credit Card', 'Emirates BankBuddy Bank Platinum', 'Uber BankBuddy Credit Card']","['home loan', 'health loan']",['senior health insurance'],"['savings account', 'fixed deposit']"
C14959,Female,40-49,44,Ugandan,Silver,10,Mityana,Mityana,0,0,Married,1,Lawyer,Corporate,0,0,1,1,0,0,1246517,774,2,3,3,21,30,1,Domestic Airlines,Golf,Dining,27,18,12,52069,36263,21156,60,414793,448370,797620,804521,5,12,5,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card']","['home loan', 'car loan', 'health loan']","['travel insurance', 'medical insurance']","['salary account', 'securities account']"
C14960,Male,30-39,33,Ugandan,Silver,10,Kira Town,Wakiso,1,1,Single,1,Lawyer,Advocate of High Court,1,0,0,1,1,0,1931387,710,18,1,12,2,30,2,Dining,Utilities,Travel,30,12,12,75440,40797,35281,65,311192,431477,930520,939362,5,11,6,"['Freedom Credit Card', 'EasyEMI Card', 'MoneyBack Credit Card', 'Best Price Save Smart Credit Card', 'All Miles Credit Card']","['construction loan', 'car loan']","['travel insurance', 'maternity insurance']","['savings account', 'salary account', 'fixed deposit']"
C14961,Male,>60,70,Ugandan,Silver,0,Mukono Town,Mukono,0,1,Divorced,2,Lawyer,Judge,0,0,0,1,1,0,2460101,543,2,2,18,3,18,1,Hobby,Travel,Dining,21,9,6,71353,48030,23977,44,254347,424000,303604,862808,6,15,4,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'Best Price Save Max Credit Card', 'All Miles Credit Card']","['home loan', 'health loan']","['medical insurance', 'senior health insurance']","['savings account', 'no minimum balance']"
C14962,Male,20-29,26,Ugandan,Silver,7,Mubende,Mubende,1,0,Married,0,Lawyer,Law Student,0,0,0,1,0,0,1928902,671,3,2,1,2,18,1,Travel,Dining,Train,27,24,9,58209,54539,38164,27,485922,486152,503170,971663,4,15,2,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'Best Price Save Max Credit Card']","['home loan', 'car loan']","['travel insurance', 'education insurance']","['salary account', 'fixed deposit']"
C14963,Male,>60,77,Ugandan,Silver,9,Kasese,Kasese,0,1,Widowed,1,Lawyer,Public Service,1,0,0,0,1,0,1995481,764,15,1,27,3,2,1,Dining,Entertainment,Travel,27,9,6,60978,58050,20010,49,89924,439514,312492,908269,6,15,4,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card']","['home loan', 'health loan']",['senior health insurance'],"['savings account', 'fixed deposit']"
C14964,Male,50-59,54,Ugandan,Wealth,13,Mubende,Mubende,0,1,Divorced,0,Lawyer,Judge,0,0,1,1,1,0,1767304,837,1,1,30,24,18,2,Dining,Golf,International Airlines,18,15,12,179940,121449,116121,76,522811,1050796,330445,1291498,8,14,8,"['Superia Credit Card', 'Diners Club Black Credit Card', 'Diners ClubMiles Credit Card']","['home loan', 'health loan']","['medical insurance', 'retirement insurance']","['savings account', 'securities account']"
C14965,Female,20-29,27,Ugandan,Gold,6,Gulu,Gulu,0,0,Single,0,Lawyer,Law Student,0,0,1,1,0,0,1518678,735,1,2,1,30,12,2,Domestic Airlines,Gym,International Airlines,15,15,6,115138,71809,68025,48,596172,681585,511028,581466,5,27,4,"['Total BankBuddy Bank Credit Card', 'SouthWest BankBuddy Bank Credit Card', 'Uber BankBuddy Credit Card']","['home loan', 'car loan']",['education insurance'],"['term account', 'salary account']"
C14966,Female,40-49,40,Ugandan,Gold,3,Lugazi,Buikwe,1,0,Married,2,Lawyer,Advocate of High Court,0,0,1,0,0,0,3241982,893,3,2,2,30,3,3,Entertainment,Hobby,Utilities,27,9,9,591792,92644,67551,43,789872,904177,133210,798680,6,14,3,"['Total BankBuddy Bank Credit Card', 'Uber BankBuddy Credit Card']","['home loan', 'car loan', 'health loan']","['travel insurance', 'medical insurance']","['savings account', 'fixed deposit']"
C14967,Male,>60,82,Ugandan,Silver,9,Mbale,Mbale,0,0,Widowed,0,Lawyer,C-Level Executive,0,0,0,1,1,0,1416631,654,1,3,30,1,12,2,Travel,Home,Dining,24,15,12,59949,53692,28944,49,203280,290534,839610,960419,7,14,4,"['Best Price Save Smart Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card']","['home loan', 'health loan']","['senior health insurance', 'retirement insurance']","['savings account', 'no minimum balance', 'securities account']"
C14968,Male,40-49,45,Other,Silver,2,Mbale,Mbale,1,1,Married,2,Lawyer,Public Service,0,0,1,1,1,1,2047011,658,3,2,12,21,18,27,Entertainment,Travel,Groceries,18,9,9,63914,53481,45598,83,270628,469570,495548,905081,10,15,8,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'MoneyBack Credit Card', 'All Miles Credit Card']","['home loan', 'furniture loan', 'health loan']","['travel insurance', 'health insurance']",['securities account']
C14969,Male,>60,89,Ugandan,Private,2,Lugazi,Buikwe,0,0,Widowed,2,Lawyer,Partner,1,0,1,0,1,0,556358,942,24,2,39,42,3,2,Airlines,Golf,Lifestyle,45,36,36,894408,804587,330213,112,348182,1317938,597878,1348072,8,10,11,"['Infinite Credit Card', 'Diners Club Privilege Credit Card', 'Diners ClubMiles Credit Card', 'Emirates BankBuddy Bank Platinum', 'All Miles Credit Card']","['home loan', 'health loan']","['medical insurance', 'health insurance']","['savings account', 'no minimum balance']"
C14970,Female,40-49,40,Ugandan,Silver,9,Masaka,Masaka,1,0,Divorced,2,Lawyer,Private Practice,0,1,0,0,1,0,2820383,592,1,12,12,3,2,1,Domestic Airlines,Bills,Utilities,24,12,6,69749,47942,30544,31,310120,355831,560407,970933,5,20,2,"['Freedom Credit Card', 'EasyEMI Card', 'MoneyBack Credit Card', 'All Miles Credit Card']","['home loan', 'car loan']","['medical insurance', 'health insurance']","['salary account', 'securities account']"
C14971,Male,20-29,26,Ugandan,Silver,9,Hoima,Hoima,0,0,Married,0,Lawyer,Clerkship,0,0,0,0,0,0,830191,676,1,1,1,1,3,2,Bills,Ecommerce,Groceries,24,21,6,93707,68195,67162,9,105107,366138,837507,842526,7,26,0,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card']","['education loan', 'car loan']","['travel insurance', 'maternity insurance']",['salary account']
C14972,Male,40-49,45,Other,Silver,1,Mbarara,Mbarara,0,1,Divorced,2,Lawyer,Self Employed,0,0,1,0,1,1,1489764,803,1,2,27,15,3,24,Home,Entertainment,Dining,24,12,6,63395,45780,27812,72,313581,362989,369725,837592,8,19,7,"['Freedom Credit Card', 'EasyEMI Card', 'MoneyBack Credit Card']",['home loan'],"['medical insurance', 'health insurance']","['savings account', 'fixed deposit', 'securities account']"
C14973,Female,50-59,55,Ugandan,Silver,10,Jinja,Jinja,1,0,Widowed,1,Lawyer,Senior Legal Advisor,0,0,0,0,0,0,2274922,727,2,3,1,2,1,3,Travel,Home,Golf,24,18,18,68414,63687,42656,12,368815,466811,697768,735262,9,19,0,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card']",['health loan'],['travel insurance'],"['fixed deposit', 'securities account']"
C14974,Female,20-29,25,Ugandan,Gold,1,Masindi,Masindi,0,0,Married,2,Lawyer,Internship Legal Officer,0,0,0,0,0,0,3484232,523,3,3,2,3,3,1,Bills,Domestic Airlines,Gym,30,12,9,113728,70654,51789,15,271258,490173,587427,854355,6,16,0,"['Total BankBuddy Bank Credit Card', 'SouthWest BankBuddy Bank Credit Card', 'Emirates BankBuddy Bank Select Titanium', 'Uber BankBuddy Credit Card']","['education loan', 'furniture loan']","['travel insurance', 'education insurance']","['term account', 'savings account', 'salary account']"
C14975,Male,20-29,23,Ugandan,Private,7,Mbale,Mbale,0,0,Married,1,Lawyer,Clerkship,0,0,1,0,0,0,1984546,707,2,2,3,27,3,1,Airlines,Lifestyle,Home,27,15,15,472079,380605,174009,38,398166,610932,488219,1268056,10,16,3,"['Diners Club Privilege Credit Card', 'Superia Credit Card', 'Diners ClubMiles Credit Card', 'Emirates BankBuddy Bank Platinum', 'Emirates BankBuddy Bank Select Titanium', 'All Miles Credit Card']","['home loan', 'car loan']","['travel insurance', 'education insurance']","['salary account', 'securities account']"
C14976,Male,20-29,25,Other,Silver,10,Kasese,Kasese,1,1,Married,0,Lawyer,Internship Legal Officer,1,0,0,0,1,0,616825,692,21,1,9,2,2,2,Bills,Travel,Ecommerce,18,18,15,92426,80587,46381,37,259239,421434,417289,521466,3,28,3,"['Best Price Save Smart Credit Card', 'MoneyBack Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card']","['furniture loan', 'car loan']",['travel insurance'],"['savings account', 'salary account']"
C14977,Female,30-39,32,Ugandan,Silver,9,Masaka,Masaka,0,1,Divorced,3,Lawyer,Clerkship,0,0,0,0,1,0,1274917,669,2,3,24,1,1,3,Hobby,Utilities,Entertainment,30,15,9,85842,54673,21745,34,128039,278531,855068,943370,5,13,2,"['Best Price Save Max Credit Card', 'MoneyBack Credit Card']","['construction loan', 'car loan']","['travel insurance', 'maternity insurance']","['savings account', 'salary account']"
C14978,Female,40-49,40,Ugandan,Silver,1,Mukono Town,Mukono,1,0,Divorced,1,Lawyer,Corporate,1,0,0,0,1,0,2202367,795,27,3,18,3,1,1,Bills,Entertainment,Utilities,30,18,18,86202,78473,39017,53,112579,275794,657530,686188,8,20,5,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card', 'All Miles Credit Card']","['car loan', 'health loan']","['travel insurance', 'health insurance']","['savings account', 'salary account']"
C14979,Male,<20,19,Ugandan,Gold,10,Kampala,Kampala,0,0,Single,0,Lawyer,Law Student,0,0,0,1,0,0,54256,618,1,2,2,3,3,3,Dining,Domestic Airlines,Uber,12,9,6,80011,77454,37615,14,493327,718993,411644,789668,3,9,0,"['Emirates BankBuddy Bank Select Titanium', 'SouthWest BankBuddy Bank Credit Card', 'Uber BankBuddy Credit Card', 'Emirates BankBuddy Bank Platinum', 'Total BankBuddy Bank Credit Card']","['laptop loan', 'education loan']","['device cover insurance', 'education insurance']","['savings account', 'no minimum balance account']"
C14980,Female,<20,17,Ugandan,Silver,12,Kampala,Kampala,1,1,Single,0,Lawyer,Law Student,0,0,1,0,1,0,40355,310,3,1,15,6,1,3,Travel,Train,Entertainment,15,6,3,41171,30998,20749,29,71530,93408,25430,230685,4,5,2,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card']","['student loan', 'education loan']",['education insurance'],"['savings account', 'term account']"
C14981,Female,>60,79,Ugandan,Silver,12,Ssabagabo,Wakiso,0,1,Divorced,2,Lawyer,Magistrate Grade,1,0,0,1,0,1,1614160,756,9,1,2,3,21,27,Golf,Bills,Home,18,15,15,99335,74298,26902,63,187139,435280,138293,904561,10,14,6,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'MoneyBack Credit Card', 'All Miles Credit Card']",['health loan'],['retirement insurance'],"['savings account', 'no minimum balance', 'fixed deposit']"
C14982,Female,>60,80,Ugandan,Gold,15,Lira,Lira,1,0,Widowed,0,Lawyer,Junior Partner,0,0,0,0,1,0,4660923,823,2,1,24,1,1,2,Entertainment,Airlines,Hobby,27,9,6,672986,296684,85657,31,565513,752031,140103,1095967,6,16,2,"['Total BankBuddy Bank Credit Card', 'Emirates BankBuddy Bank Platinum', 'SouthWest BankBuddy Bank Credit Card', 'Uber BankBuddy Credit Card']","['home loan', 'health loan']",['senior health insurance'],"['savings account', 'no minimum balance', 'securities account']"
C14983,Female,50-59,54,Ugandan,Silver,1,Kasese,Kasese,1,1,Widowed,2,Lawyer,Private Practice,1,0,0,0,0,1,1275378,523,21,2,1,3,1,24,Entertainment,Bills,Utilities,21,12,6,91288,55490,27750,52,465335,498999,586495,815415,6,10,5,"['Best Price Save Smart Credit Card', 'EasyEMI Card', 'MoneyBack Credit Card']",['health loan'],"['retirement insurance', 'health insurance']","['savings account', 'term account', 'fixed deposit']"
C14984,Female,>60,79,Ugandan,Gold,10,Kira Town,Wakiso,0,0,Widowed,1,Lawyer,Corporate,1,0,0,1,1,0,2343002,830,12,3,18,1,15,3,Utilities,Airlines,Dining,30,9,9,937425,191213,115745,52,298435,637115,498589,767423,7,17,5,"['SouthWest BankBuddy Bank Credit Card', 'Bankbuddy Women Credit Card', 'Total BankBuddy Bank Credit Card', 'Emirates BankBuddy Bank Platinum', 'Emirates BankBuddy Bank Select Titanium']",['health loan'],['senior health insurance'],"['savings account', 'no minimum balance', 'fixed deposit']"
C14985,Female,>60,76,Ugandan,Silver,5,Nansana,Wakiso,1,1,Widowed,1,Lawyer,Private Practice,0,0,1,0,1,0,1040344,617,1,2,18,30,3,3,Entertainment,Golf,Dining,18,15,12,66304,59154,23864,57,426512,428320,867715,956196,9,18,5,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card']","['home loan', 'health loan']","['senior health insurance', 'retirement insurance']","['fixed deposit', 'securities account']"
C14986,Female,50-59,58,Ugandan,Silver,10,Mubende,Mubende,1,1,Widowed,3,Lawyer,Judge,0,0,1,0,1,0,1173108,781,1,1,30,15,1,1,Utilities,Golf,Home,30,27,27,85042,73291,52596,49,498076,498560,698810,991754,6,11,5,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card']","['car loan', 'health loan']","['retirement insurance', 'health insurance']","['savings account', 'term account', 'fixed deposit']"
C14987,Male,30-39,35,Ugandan,Private,8,Mukono Town,Mukono,0,0,Single,1,Lawyer,Internship Legal Officer,0,0,1,1,1,1,853729,942,2,3,27,30,39,12,Home,Airlines,Utilities,36,15,9,59055,38154,20826,113,1461482,1477532,1422157,1493950,7,12,12,"['Infinite Credit Card', 'Corporate Premium Credit Card', 'Emirates BankBuddy Bank Platinum', 'Diners Club Premium Credit Card', 'All Miles Credit Card']","['construction loan', 'home loan', 'car loan']",['travel insurance'],"['salary account', 'fixed deposit']"
C14988,Male,30-39,33,Ugandan,Silver,9,Ssabagabo,Wakiso,1,1,Single,1,Lawyer,Internship Legal Officer,1,0,0,0,0,0,2411589,545,12,1,2,3,1,3,Groceries,Domestic Airlines,Home,21,21,18,77458,76975,24513,22,154320,348791,286055,689435,10,13,1,"['Best Price Save Smart Credit Card', 'MoneyBack Credit Card', 'Freedom Credit Card', 'EasyEMI Card']","['furniture loan', 'car loan']","['travel insurance', 'device cover insurance']","['savings account', 'salary account']"
C14989,Female,30-39,38,Ugandan,Silver,9,Lugazi,Buikwe,1,1,Single,2,Lawyer,Internship Legal Officer,0,0,0,1,1,0,1887628,536,2,2,30,2,9,2,Bills,Golf,Groceries,27,21,12,73711,31320,30725,47,356195,452985,364250,675637,5,14,4,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card', 'MoneyBack Credit Card', 'All Miles Credit Card']","['construction loan', 'car loan']","['travel insurance', 'health insurance']",['salary account']
C14990,Male,50-59,55,Ugandan,Silver,0,Lugazi,Buikwe,0,1,Widowed,1,Lawyer,Public Service,1,0,0,0,0,0,1526327,518,21,1,2,1,1,1,Dining,Entertainment,Golf,15,15,9,66269,43106,39773,27,166273,362017,639405,882587,8,16,2,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card', 'MoneyBack Credit Card', 'Best Price Save Smart Credit Card']","['home loan', 'car loan']","['medical insurance', 'retirement insurance', 'health insurance']","['term account', 'securities account']"
C14991,Female,>60,62,Ugandan,Private,8,Kasese,Kasese,1,1,Widowed,3,Lawyer,Public Service,0,0,0,1,0,0,837979,888,2,2,1,1,21,2,Golf,Dining,Utilities,36,27,18,202360,169948,67774,29,1418013,1476062,836747,983368,5,14,2,"['Infinite Credit Card', 'Corporate Premium Credit Card', 'Emirates BankBuddy Bank Platinum', 'Emirates BankBuddy Bank Select Titanium', 'Diners Club Premium Credit Card']",['health loan'],"['senior health insurance', 'retirement insurance']","['no minimum balance', 'fixed deposit', 'securities account']"
